"ProductID","Date","StockOnHand","DeliveredQuantity","SalesQuantity","WasteQuantity"
"2136","9/20/2022","6","0","2","0"
"2148","9/20/2022","16","4","2","0"
"2183","9/20/2022","20","0","1","0"
"2193","9/20/2022","14","12","14","0"
"2237","9/20/2022","10","6","1","0"
"2358","9/20/2022","9","8","3","0"
"2361","9/20/2022","5","0","2","0"
"2445","9/20/2022","13","0","1","3"
"2449","9/20/2022","10","6","2","3"
"2451","9/20/2022","20","0","9","0"
"2475","9/20/2022","9","0","0","0"
"2476","9/20/2022","9","0","0","0"
"2507","9/20/2022","29","12","6","0"
"2525","9/20/2022","9","0","0","0"
"2562","9/20/2022","22","6","2","10"
"2582","9/20/2022","5","4","2","0"
"2586","9/20/2022","26","12","6","0"
"2602","9/20/2022","5","0","2","0"
"2631","9/20/2022","13","6","3","0"
"2685","9/20/2022","10","4","5","0"
"2723","9/20/2022","9","0","0","0"
"2730","9/20/2022","7","0","1","0"
"2731","9/20/2022","10","0","0","0"
"2732","9/20/2022","3","0","0","0"
"2734","9/20/2022","5","4","1","0"
"2735","9/20/2022","12","0","6","0"
"2761","9/20/2022","22","15","6","0"
"2788","9/20/2022","19","16","14","1"
"2802","9/20/2022","7","0","0","0"
"2812","9/20/2022","4","0","1","0"
"2813","9/20/2022","8","6","2","0"
"2814","9/20/2022","7","6","3","0"
"2913","9/20/2022","9","0","1","0"
"2914","9/20/2022","7","0","1","0"
"3015","9/20/2022","8","0","3","0"
"3033","9/20/2022","10","0","1","0"
"3035","9/20/2022","9","6","0","0"
"4446","9/20/2022","17","9","12","1"
"12136","9/20/2022","20","18","21","0"
"12516","9/20/2022","9","4","0","0"
"12518","9/20/2022","10","0","0","0"
"12523","9/20/2022","7","4","2","0"
"16062","9/20/2022","9","0","0","0"
"16063","9/20/2022","9","0","3","0"
"16276","9/20/2022","0","0","0","0"
"19322","9/20/2022","6","0","0","0"
"19521","9/20/2022","8","0","0","0"
"20901","9/20/2022","11","0","0","0"
"20920","9/20/2022","9","0","1","0"
"75","9/21/2022","41","36","29","1"
"76","9/21/2022","51","40","50","0"
"99","9/21/2022","11","0","0","0"
"117","9/21/2022","8","8","1","0"
"118","9/21/2022","4","0","2","0"
"119","9/21/2022","9","4","1","3"
"120","9/21/2022","5","0","1","0"
"149","9/21/2022","10","0","0","0"
"184","9/21/2022","13","12","6","0"
"195","9/21/2022","59","30","33","15"
"218","9/21/2022","28","21","19","3"
"296","9/21/2022","11","0","5","0"
"300","9/21/2022","6","0","3","0"
"304","9/21/2022","15","6","1","0"
"317","9/21/2022","16","6","5","0"
"343","9/21/2022","11","8","4","0"
"373","9/21/2022","13","6","3","0"
"374","9/21/2022","9","0","1","0"
"388","9/21/2022","32","24","33","1"
"419","9/21/2022","21","12","4","0"
"420","9/21/2022","12","6","6","0"
"462","9/21/2022","14","0","9","0"
"519","9/21/2022","11","6","2","0"
"525","9/21/2022","11","5","1","0"
"596","9/21/2022","8","4","6","0"
"597","9/21/2022","13","12","10","1"
"598","9/21/2022","11","0","6","1"
"1035","9/21/2022","21","6","4","4"
"1084","9/21/2022","7","5","1","0"
"1111","9/21/2022","10","0","1","0"
"1112","9/21/2022","11","0","0","0"
"1113","9/21/2022","9","0","0","0"
"1114","9/21/2022","14","6","3","0"
"1115","9/21/2022","7","0","0","0"
"1117","9/21/2022","5","0","0","0"
"1118","9/21/2022","11","0","1","0"
"1119","9/21/2022","8","0","0","0"
"1692","9/21/2022","16","12","1","0"
"1693","9/21/2022","13","6","0","0"
"1747","9/21/2022","23","15","18","0"
"1772","9/21/2022","5","0","1","0"
"1773","9/21/2022","10","0","0","0"
"1774","9/21/2022","10","0","1","0"
"1782","9/21/2022","32","18","22","1"
"1795","9/21/2022","27","14","13","0"
"1914","9/21/2022","10","0","0","0"
"1915","9/21/2022","9","6","1","0"
"1923","9/21/2022","9","0","0","0"
"1934","9/21/2022","16","5","6","3"
"1963","9/21/2022","24","6","6","0"
"1984","9/21/2022","6","0","1","4"
"2135","9/21/2022","2","0","0","0"
"2136","9/21/2022","4","0","0","0"
"2148","9/21/2022","14","0","2","0"
"2183","9/21/2022","25","6","2","11"
"2193","9/21/2022","12","12","8","0"
"2237","9/21/2022","9","0","0","0"
"2358","9/21/2022","14","8","4","0"
"2361","9/21/2022","10","7","0","3"
"2445","9/21/2022","9","0","1","1"
"2449","9/21/2022","11","6","6","0"
"2451","9/21/2022","11","0","6","0"
"2475","9/21/2022","9","0","0","0"
"2476","9/21/2022","9","0","0","0"
"2507","9/21/2022","23","0","4","0"
"2525","9/21/2022","9","0","1","0"
"2562","9/21/2022","16","6","6","0"
"2582","9/21/2022","7","4","2","0"
"2586","9/21/2022","40","20","23","1"
"2602","9/21/2022","3","0","2","0"
"2631","9/21/2022","10","0","2","0"
"2685","9/21/2022","9","4","2","1"
"2723","9/21/2022","9","0","0","0"
"2730","9/21/2022","6","0","1","0"
"2731","9/21/2022","10","0","1","0"
"2732","9/21/2022","11","8","0","0"
"2734","9/21/2022","8","4","4","0"
"2735","9/21/2022","14","8","2","0"
"2761","9/21/2022","31","15","17","0"
"2788","9/21/2022","20","16","13","0"
"2802","9/21/2022","7","0","0","0"
"2812","9/21/2022","3","0","0","0"
"2813","9/21/2022","6","0","0","0"
"2814","9/21/2022","10","6","1","0"
"2913","9/21/2022","8","0","0","3"
"2914","9/21/2022","6","0","0","0"
"3015","9/21/2022","5","0","0","0"
"3033","9/21/2022","9","0","0","0"
"3035","9/21/2022","9","0","0","0"
"4446","9/21/2022","13","9","8","1"
"12136","9/21/2022","23","24","22","0"
"12516","9/21/2022","13","4","2","0"
"12518","9/21/2022","20","10","0","0"
"12523","9/21/2022","9","4","2","0"
"16062","9/21/2022","9","0","0","0"
"16063","9/21/2022","6","0","1","0"
"16276","9/21/2022","6","6","5","0"
"19322","9/21/2022","6","0","1","0"
"19521","9/21/2022","8","0","1","0"
"20901","9/21/2022","11","0","1","0"
"20920","9/21/2022","8","0","0","0"
"75","9/22/2022","43","32","39","0"
"76","9/22/2022","41","40","35","0"
"99","9/22/2022","11","0","1","0"
"117","9/22/2022","7","0","2","0"
"118","9/22/2022","2","0","1","0"
"119","9/22/2022","5","0","2","0"
"120","9/22/2022","8","4","1","1"
"149","9/22/2022","10","0","1","0"
"184","9/22/2022","22","15","20","0"
"195","9/22/2022","41","30","41","0"
"218","9/22/2022","30","24","28","0"
"296","9/22/2022","12","6","3","0"
"300","9/22/2022","11","8","0","1"
"304","9/22/2022","14","0","1","0"
"317","9/22/2022","17","6","7","0"
"343","9/22/2022","7","0","7","0"
"373","9/22/2022","16","6","6","0"
"374","9/22/2022","8","0","1","0"
"388","9/22/2022","25","27","24","0"
"419","9/22/2022","23","6","11","0"
"420","9/22/2022","6","0","1","0"
"462","9/22/2022","13","8","2","0"
"519","9/22/2022","15","6","6","0"
"525","9/22/2022","10","0","0","0"
"596","9/22/2022","6","4","6","0"
"597","9/22/2022","14","12","12","0"
"598","9/22/2022","4","0","0","0"
"1035","9/22/2022","19","6","7","0"
"1084","9/22/2022","16","10","16","0"
"1111","9/22/2022","9","0","0","0"
"1112","9/22/2022","11","0","0","0"
"1113","9/22/2022","9","0","2","0"
"1114","9/22/2022","17","6","1","0"
"1115","9/22/2022","7","0","2","0"
"1117","9/22/2022","5","0","1","0"
"1118","9/22/2022","10","0","0","0"
"1119","9/22/2022","8","0","0","0"
"1692","9/22/2022","15","0","9","0"
"1693","9/22/2022","19","6","2","0"
"1747","9/22/2022","20","15","19","0"
"1772","9/22/2022","4","0","1","0"
"1773","9/22/2022","10","0","0","0"
"1774","9/22/2022","9","0","3","0"
"1782","9/22/2022","18","9","16","0"
"1795","9/22/2022","35","21","18","0"
"1914","9/22/2022","10","0","0","0"
"1915","9/22/2022","8","0","0","0"
"1923","9/22/2022","9","0","3","0"
"1934","9/22/2022","7","0","0","5"
"1963","9/22/2022","24","6","10","0"
"1984","9/22/2022","1","0","0","0"
"2135","9/22/2022","2","0","0","0"
"2136","9/22/2022","4","0","0","0"
"2148","9/22/2022","12","0","5","0"
"2183","9/22/2022","12","0","5","1"
"2193","9/22/2022","16","12","12","1"
"2237","9/22/2022","9","0","0","0"
"2358","9/22/2022","18","8","9","0"
"2361","9/22/2022","14","7","4","0"
"2445","9/22/2022","13","6","9","1"
"2449","9/22/2022","17","12","5","0"
"2451","9/22/2022","20","15","14","0"
"2475","9/22/2022","9","0","0","0"
"2476","9/22/2022","9","0","0","0"
"2507","9/22/2022","31","12","10","0"
"2525","9/22/2022","8","0","2","0"
"2562","9/22/2022","10","0","8","0"
"2582","9/22/2022","9","4","2","0"
"2586","9/22/2022","16","0","11","0"
"2602","9/22/2022","9","8","0","0"
"2631","9/22/2022","8","0","5","1"
"2685","9/22/2022","14","8","6","2"
"2723","9/22/2022","9","0","0","0"
"2730","9/22/2022","11","6","13","0"
"2731","9/22/2022","9","0","0","0"
"2732","9/22/2022","11","0","0","0"
"2734","9/22/2022","8","4","1","0"
"2735","9/22/2022","12","0","2","0"
"2761","9/22/2022","29","15","11","1"
"2788","9/22/2022","23","16","25","0"
"2802","9/22/2022","7","0","1","0"
"2812","9/22/2022","9","6","0","0"
"2813","9/22/2022","6","0","1","0"
"2814","9/22/2022","9","0","0","0"
"2913","9/22/2022","5","0","2","0"
"2914","9/22/2022","6","0","1","0"
"3015","9/22/2022","13","8","0","0"
"3035","9/22/2022","9","0","0","0"
"4446","9/22/2022","13","9","12","0"
"12136","9/22/2022","19","18","18","0"
"12516","9/22/2022","11","0","0","0"
"12518","9/22/2022","20","0","0","0"
"12523","9/22/2022","11","4","6","0"
"16062","9/22/2022","9","0","0","0"
"16063","9/22/2022","5","0","1","0"
"16276","9/22/2022","1","0","1","0"
"19322","9/22/2022","5","0","0","0"
"19521","9/22/2022","7","0","0","0"
"20901","9/22/2022","10","0","0","0"
"20920","9/22/2022","8","0","1","0"
"75","9/23/2022","46","32","34","0"
"76","9/23/2022","42","36","37","0"
"99","9/23/2022","10","0","1","0"
"117","9/23/2022","5","0","1","0"
"118","9/23/2022","8","8","1","0"
"119","9/23/2022","6","0","4","0"
"120","9/23/2022","2","0","0","0"
"149","9/23/2022","9","0","0","0"
"184","9/23/2022","11","9","10","0"
"195","9/23/2022","19","15","14","0"
"218","9/23/2022","30","24","23","0"
"296","9/23/2022","9","0","1","4"
"300","9/23/2022","10","0","4","0"
"304","9/23/2022","19","6","4","0"
"317","9/23/2022","16","6","3","0"
"343","9/23/2022","8","8","2","0"
"373","9/23/2022","16","6","4","0"
"374","9/23/2022","11","4","4","0"
"388","9/23/2022","21","18","17","0"
"419","9/23/2022","12","0","8","0"
"420","9/23/2022","17","12","1","0"
"462","9/23/2022","11","0","3","3"
"519","9/23/2022","21","12","16","0"
"525","9/23/2022","15","5","4","0"
"596","9/23/2022","6","4","3","0"
"597","9/23/2022","25","24","21","0"
"598","9/23/2022","4","0","2","0"
"1035","9/23/2022","12","0","10","0"
"1084","9/23/2022","17","15","14","0"
"1111","9/23/2022","9","0","2","0"
"1112","9/23/2022","11","0","0","0"
"1113","9/23/2022","7","0","4","0"
"1114","9/23/2022","16","0","5","0"
"1115","9/23/2022","5","0","1","0"
"1117","9/23/2022","4","0","1","0"
"1118","9/23/2022","10","0","0","0"
"1119","9/23/2022","8","0","4","0"
"1692","9/23/2022","12","6","1","0"
"1693","9/23/2022","17","0","3","0"
"1747","9/23/2022","25","20","20","0"
"1772","9/23/2022","3","0","0","0"
"1773","9/23/2022","10","0","1","0"
"1774","9/23/2022","6","0","0","0"
"1782","9/23/2022","20","15","15","0"
"1795","9/23/2022","31","14","10","0"
"1914","9/23/2022","10","0","1","0"
"1915","9/23/2022","8","0","2","0"
"1923","9/23/2022","6","0","1","0"
"1934","9/23/2022","3","0","3","0"
"1963","9/23/2022","20","6","12","0"
"1984","9/23/2022","1","0","0","0"
"2135","9/23/2022","2","0","0","0"
"2136","9/23/2022","4","0","0","0"
"2148","9/23/2022","11","4","2","0"
"2183","9/23/2022","6","0","5","0"
"2193","9/23/2022","21","15","16","0"
"2237","9/23/2022","9","0","3","0"
"2358","9/23/2022","17","8","4","0"
"2361","9/23/2022","16","7","7","0"
"2445","9/23/2022","9","6","5","0"
"2449","9/23/2022","24","12","3","0"
"2451","9/23/2022","14","10","6","0"
"2475","9/23/2022","9","0","0","0"
"2476","9/23/2022","9","0","1","0"
"2507","9/23/2022","33","12","18","0"
"2525","9/23/2022","6","0","0","0"
"2562","9/23/2022","8","6","2","0"
"2582","9/23/2022","11","4","5","0"
"2586","9/23/2022","12","8","8","0"
"2602","9/23/2022","17","8","0","0"
"2631","9/23/2022","8","6","4","0"
"2685","9/23/2022","14","8","11","0"
"2730","9/23/2022","-2","0","0","0"
"2731","9/23/2022","9","0","2","0"
"2732","9/23/2022","11","0","0","0"
"2734","9/23/2022","11","4","1","0"
"2735","9/23/2022","10","0","1","0"
"2761","9/23/2022","34","15","30","0"
"2788","9/23/2022","11","12","11","0"
"2802","9/23/2022","6","0","0","0"
"2812","9/23/2022","9","0","0","0"
"2813","9/23/2022","5","0","1","0"
"2814","9/23/2022","9","0","2","0"
"2913","9/23/2022","3","0","1","2"
"2914","9/23/2022","5","0","0","0"
"3015","9/23/2022","13","0","3","0"
"3033","9/23/2022","9","0","0","0"
"3035","9/23/2022","9","0","0","0"
"4446","9/23/2022","14","9","9","0"
"12136","9/23/2022","38","18","21","0"
"12516","9/23/2022","11","0","1","0"
"12518","9/23/2022","20","0","2","0"
"12523","9/23/2022","9","4","2","0"
"16062","9/23/2022","9","0","0","0"
"16063","9/23/2022","4","0","1","0"
"16276","9/23/2022","6","6","1","0"
"19322","9/23/2022","5","0","0","0"
"19521","9/23/2022","7","0","0","0"
"20901","9/23/2022","10","0","2","0"
"20920","9/23/2022","7","0","0","0"
"75","9/24/2022","40","28","28","0"
"76","9/24/2022","25","20","23","0"
"99","9/24/2022","9","0","0","0"
"117","9/24/2022","4","0","4","0"
"118","9/24/2022","7","0","2","0"
"119","9/24/2022","2","0","0","0"
"120","9/24/2022","2","0","3","0"
"149","9/24/2022","9","0","1","0"
"184","9/24/2022","7","6","6","0"
"195","9/24/2022","17","12","11","0"
"218","9/24/2022","19","12","11","0"
"296","9/24/2022","4","0","6","0"
"300","9/24/2022","14","8","1","0"
"304","9/24/2022","15","0","2","1"
"317","9/24/2022","25","12","4","1"
"343","9/24/2022","6","0","3","0"
"373","9/24/2022","18","6","1","0"
"374","9/24/2022","11","4","2","0"
"388","9/24/2022","19","15","17","0"
"419","9/24/2022","16","12","2","0"
"420","9/24/2022","16","0","1","0"
"462","9/24/2022","13","8","1","0"
"519","9/24/2022","11","6","9","0"
"525","9/24/2022","11","0","1","0"
"596","9/24/2022","3","0","1","0"
"597","9/24/2022","4","0","3","0"
"598","9/24/2022","2","0","0","0"
"1035","9/24/2022","8","6","6","0"
"1084","9/24/2022","3","0","1","0"
"1111","9/24/2022","7","0","4","0"
"1112","9/24/2022","11","0","1","0"
"1113","9/24/2022","3","0","0","0"
"1114","9/24/2022","11","0","3","0"
"1115","9/24/2022","4","0","1","0"
"1117","9/24/2022","3","0","1","0"
"1118","9/24/2022","10","0","5","0"
"1119","9/24/2022","4","0","0","0"
"1692","9/24/2022","17","6","1","0"
"1693","9/24/2022","20","6","2","0"
"1747","9/24/2022","25","20","21","0"
"1772","9/24/2022","3","0","1","0"
"1773","9/24/2022","9","0","2","0"
"1774","9/24/2022","6","0","0","0"
"1782","9/24/2022","20","15","12","0"
"1795","9/24/2022","42","21","22","2"
"1914","9/24/2022","9","0","1","0"
"1915","9/24/2022","6","0","3","0"
"1923","9/24/2022","5","0","3","0"
"1934","9/24/2022","0","0","0","0"
"1963","9/24/2022","14","6","7","0"
"1984","9/24/2022","7","6","4","0"
"2135","9/24/2022","8","6","4","0"
"2136","9/24/2022","4","0","1","0"
"2148","9/24/2022","9","0","2","0"
"2183","9/24/2022","1","0","0","0"
"2193","9/24/2022","14","9","11","0"
"2237","9/24/2022","6","0","3","0"
"2358","9/24/2022","13","0","0","0"
"2361","9/24/2022","16","7","10","0"
"2445","9/24/2022","10","6","7","0"
"2449","9/24/2022","21","0","2","0"
"2451","9/24/2022","8","0","4","0"
"2475","9/24/2022","9","0","1","0"
"2476","9/24/2022","8","0","0","0"
"2507","9/24/2022","21","6","12","1"
"2525","9/24/2022","6","0","2","0"
"2562","9/24/2022","18","12","4","0"
"2582","9/24/2022","6","0","2","0"
"2586","9/24/2022","12","8","8","0"
"2602","9/24/2022","17","0","5","0"
"2631","9/24/2022","4","0","3","0"
"2685","9/24/2022","3","0","4","0"
"2730","9/24/2022","-2","0","0","0"
"2731","9/24/2022","7","0","1","0"
"2732","9/24/2022","11","0","0","0"
"2734","9/24/2022","10","0","1","0"
"2735","9/24/2022","17","8","5","0"
"2761","9/24/2022","4","0","1","0"
"2788","9/24/2022","8","8","7","0"
"2802","9/24/2022","6","0","0","0"
"2812","9/24/2022","9","0","1","0"
"2813","9/24/2022","4","0","0","0"
"2814","9/24/2022","7","0","2","0"
"2913","9/24/2022","0","0","0","0"
"2914","9/24/2022","5","0","0","0"
"3015","9/24/2022","10","0","0","0"
"3033","9/24/2022","9","0","0","0"
"3035","9/24/2022","9","0","0","0"
"4446","9/24/2022","14","9","9","0"
"12136","9/24/2022","32","15","13","0"
"12516","9/24/2022","10","0","2","0"
"12518","9/24/2022","18","0","0","0"
"12523","9/24/2022","7","0","4","0"
"16062","9/24/2022","9","0","2","0"
"16063","9/24/2022","3","0","2","0"
"16276","9/24/2022","5","0","0","0"
"19322","9/24/2022","5","0","1","0"
"19521","9/24/2022","7","0","1","0"
"20901","9/24/2022","8","0","0","0"
"20920","9/24/2022","7","0","0","0"
"75","9/25/2022","28","16","15","0"
"76","9/25/2022","26","24","21","0"
"99","9/25/2022","9","0","0","0"
"117","9/25/2022","0","0","0","0"
"118","9/25/2022","13","8","5","0"
"119","9/25/2022","6","4","1","0"
"120","9/25/2022","3","4","3","0"
"149","9/25/2022","8","0","0","0"
"184","9/25/2022","7","6","4","0"
"195","9/25/2022","27","21","17","0"
"218","9/25/2022","23","15","15","0"
"296","9/25/2022","4","6","6","0"
"300","9/25/2022","13","0","3","0"
"304","9/25/2022","12","0","7","0"
"317","9/25/2022","26","6","4","1"
"343","9/25/2022","3","0","3","0"
"373","9/25/2022","17","0","1","0"
"374","9/25/2022","17","8","3","0"
"388","9/25/2022","23","21","19","0"
"419","9/25/2022","26","12","6","0"
"420","9/25/2022","21","6","5","0"
"462","9/25/2022","28","16","7","0"
"519","9/25/2022","2","0","3","0"
"525","9/25/2022","10","0","3","0"
"596","9/25/2022","10","8","7","0"
"597","9/25/2022","13","12","5","0"
"598","9/25/2022","8","6","3","0"
"1035","9/25/2022","8","6","6","0"
"1084","9/25/2022","12","10","9","0"
"1111","9/25/2022","3","0","0","0"
"1112","9/25/2022","10","0","0","0"
"1113","9/25/2022","3","0","1","0"
"1114","9/25/2022","8","0","0","0"
"1115","9/25/2022","9","6","3","0"
"1117","9/25/2022","2","0","0","0"
"1118","9/25/2022","11","6","2","0"
"1119","9/25/2022","4","0","0","0"
"1692","9/25/2022","16","0","2","1"
"1693","9/25/2022","18","0","2","0"
"1747","9/25/2022","19","15","15","0"
"1772","9/25/2022","10","8","2","0"
"1773","9/25/2022","7","0","4","0"
"1774","9/25/2022","14","8","3","0"
"1782","9/25/2022","26","18","13","0"
"1795","9/25/2022","18","0","11","0"
"1914","9/25/2022","8","0","1","0"
"1915","9/25/2022","3","0","2","0"
"1923","9/25/2022","8","6","1","0"
"1934","9/25/2022","5","5","1","0"
"1963","9/25/2022","19","12","2","0"
"1984","9/25/2022","3","0","2","0"
"2135","9/25/2022","4","0","4","0"
"2136","9/25/2022","9","6","3","0"
"2148","9/25/2022","7","0","3","0"
"2183","9/25/2022","7","6","5","0"
"2193","9/25/2022","12","9","7","0"
"2237","9/25/2022","9","6","3","0"
"2358","9/25/2022","21","8","2","0"
"2361","9/25/2022","13","7","6","0"
"2445","9/25/2022","3","0","2","0"
"2449","9/25/2022","25","6","5","0"
"2451","9/25/2022","39","35","2","0"
"2475","9/25/2022","8","0","0","0"
"2476","9/25/2022","8","0","2","0"
"2507","9/25/2022","8","0","5","0"
"2525","9/25/2022","10","6","3","0"
"2562","9/25/2022","14","0","3","0"
"2582","9/25/2022","4","0","3","0"
"2586","9/25/2022","16","12","11","0"
"2602","9/25/2022","12","0","0","0"
"2631","9/25/2022","1","0","0","0"
"2685","9/25/2022","3","4","3","0"
"2730","9/25/2022","4","6","0","0"
"2731","9/25/2022","6","0","3","0"
"2732","9/25/2022","11","0","1","0"
"2734","9/25/2022","13","4","4","0"
"2735","9/25/2022","12","0","2","0"
"2761","9/25/2022","13","10","9","0"
"2788","9/25/2022","13","12","7","0"
"2802","9/25/2022","6","0","1","0"
"2812","9/25/2022","8","0","1","0"
"2813","9/25/2022","10","6","2","0"
"2814","9/25/2022","5","0","2","0"
"2913","9/25/2022","6","6","0","0"
"2914","9/25/2022","5","0","2","0"
"3015","9/25/2022","10","0","3","0"
"3033","9/25/2022","9","0","0","0"
"3035","9/25/2022","9","0","2","0"
"4446","9/25/2022","11","6","6","0"
"12136","9/25/2022","31","12","11","0"
"12516","9/25/2022","8","0","0","0"
"12518","9/25/2022","18","0","5","0"
"12523","9/25/2022","7","4","5","0"
"16062","9/25/2022","7","0","2","0"
"16063","9/25/2022","7","6","1","0"
"16276","9/25/2022","11","6","0","0"
"19322","9/25/2022","4","0","2","0"
"19521","9/25/2022","6","0","0","0"
"20901","9/25/2022","8","0","1","0"
"20920","9/25/2022","7","0","1","0"
"75","9/26/2022","49","36","32","0"
"76","9/26/2022","41","36","29","0"
"99","9/26/2022","9","0","0","0"
"117","9/26/2022","8","8","1","0"
"118","9/26/2022","8","0","4","0"
"119","9/26/2022","5","0","0","0"
"120","9/26/2022","4","4","1","0"
"149","9/26/2022","8","0","0","0"
"184","9/26/2022","12","9","7","0"
"195","9/26/2022","49","39","28","4"
"218","9/26/2022","32","24","25","0"
"296","9/26/2022","-2","0","0","0"
"300","9/26/2022","18","8","6","0"
"304","9/26/2022","5","0","4","0"
"317","9/26/2022","27","6","13","0"
"343","9/26/2022","8","8","0","0"
"373","9/26/2022","22","6","15","0"
"374","9/26/2022","14","0","5","0"
"388","9/26/2022","31","27","25","0"
"419","9/26/2022","26","6","16","0"
"420","9/26/2022","22","6","8","0"
"462","9/26/2022","21","0","15","0"
"519","9/26/2022","5","6","5","0"
"525","9/26/2022","7","0","0","3"
"596","9/26/2022","7","4","2","0"
"597","9/26/2022","20","12","18","0"
"598","9/26/2022","5","0","0","0"
"1035","9/26/2022","8","6","4","1"
"1084","9/26/2022","13","10","7","0"
"1111","9/26/2022","3","0","0","0"
"1112","9/26/2022","10","0","0","0"
"1113","9/26/2022","8","6","0","0"
"1114","9/26/2022","14","6","1","0"
"1115","9/26/2022","6","0","2","0"
"1117","9/26/2022","2","0","0","0"
"1118","9/26/2022","9","0","0","0"
"1119","9/26/2022","10","6","0","0"
"1692","9/26/2022","19","6","6","0"
"1693","9/26/2022","16","0","3","0"
"1747","9/26/2022","24","20","19","0"
"1772","9/26/2022","8","0","1","0"
"1773","9/26/2022","3","0","0","0"
"1774","9/26/2022","11","0","0","0"
"1782","9/26/2022","28","15","21","0"
"1795","9/26/2022","21","14","12","1"
"1914","9/26/2022","7","0","1","0"
"1915","9/26/2022","7","6","0","0"
"1923","9/26/2022","7","0","1","0"
"1934","9/26/2022","9","5","7","0"
"1963","9/26/2022","29","12","16","0"
"1984","9/26/2022","7","6","4","0"
"2135","9/26/2022","0","0","0","0"
"2136","9/26/2022","6","0","0","0"
"2148","9/26/2022","4","0","3","0"
"2183","9/26/2022","8","6","0","0"
"2193","9/26/2022","20","15","15","0"
"2237","9/26/2022","6","0","2","0"
"2358","9/26/2022","19","0","4","0"
"2361","9/26/2022","7","0","4","0"
"2445","9/26/2022","7","6","5","0"
"2449","9/26/2022","26","6","7","0"
"2451","9/26/2022","37","0","11","0"
"2475","9/26/2022","8","0","0","0"
"2476","9/26/2022","6","0","0","0"
"2507","9/26/2022","15","12","11","0"
"2525","9/26/2022","7","0","0","0"
"2562","9/26/2022","17","6","9","0"
"2582","9/26/2022","1","0","1","0"
"2586","9/26/2022","21","16","17","0"
"2602","9/26/2022","12","0","1","0"
"2631","9/26/2022","7","6","2","0"
"2685","9/26/2022","4","4","6","0"
"2723","9/26/2022","9","0","1","0"
"2730","9/26/2022","10","6","1","0"
"2731","9/26/2022","3","0","0","0"
"2732","9/26/2022","10","0","2","0"
"2734","9/26/2022","9","0","7","0"
"2735","9/26/2022","10","0","3","0"
"2761","9/26/2022","19","15","9","0"
"2788","9/26/2022","22","16","14","2"
"2802","9/26/2022","5","0","1","0"
"2812","9/26/2022","7","0","0","0"
"2813","9/26/2022","8","0","0","0"
"2814","9/26/2022","3","0","0","0"
"2913","9/26/2022","6","0","3","0"
"2914","9/26/2022","3","0","0","0"
"3015","9/26/2022","7","0","0","0"
"3033","9/26/2022","9","0","0","0"
"3035","9/26/2022","7","0","0","0"
"4446","9/26/2022","17","12","12","0"
"12136","9/26/2022","38","18","15","0"
"12516","9/26/2022","8","0","0","0"
"12518","9/26/2022","13","0","7","0"
"12523","9/26/2022","2","0","1","0"
"16062","9/26/2022","5","0","0","0"
"16063","9/26/2022","6","0","0","0"
"16276","9/26/2022","11","0","0","0"
"19322","9/26/2022","2","0","0","0"
"19521","9/26/2022","6","0","1","0"
"20901","9/26/2022","7","0","0","0"
"20920","9/26/2022","6","0","2","0"
"75","9/27/2022","53","36","37","2"
"76","9/27/2022","52","40","42","0"
"99","9/27/2022","9","0","0","0"
"117","9/27/2022","7","0","3","0"
"118","9/27/2022","4","0","2","0"
"119","9/27/2022","9","4","2","0"
"120","9/27/2022","3","0","2","0"
"149","9/27/2022","8","0","1","0"
"184","9/27/2022","17","12","11","0"
"195","9/27/2022","41","24","30","5"
"218","9/27/2022","31","24","28","0"
"296","9/27/2022","-2","0","0","0"
"300","9/27/2022","12","0","2","0"
"304","9/27/2022","7","6","6","0"
"317","9/27/2022","26","12","3","0"
"343","9/27/2022","8","0","2","0"
"373","9/27/2022","13","6","9","0"
"374","9/27/2022","9","0","6","0"
"388","9/27/2022","30","24","27","2"
"419","9/27/2022","22","12","5","0"
"420","9/27/2022","20","6","1","0"
"462","9/27/2022","6","0","3","0"
"519","9/27/2022","6","6","2","0"
"525","9/27/2022","4","0","0","0"
"596","9/27/2022","13","8","6","0"
"597","9/27/2022","20","18","6","0"
"598","9/27/2022","11","6","2","0"
"1035","9/27/2022","9","6","3","0"
"1084","9/27/2022","16","10","14","0"
"1111","9/27/2022","9","6","0","0"
"1112","9/27/2022","10","0","2","0"
"1113","9/27/2022","8","0","0","0"
"1114","9/27/2022","13","0","1","0"
"1115","9/27/2022","4","0","0","0"
"1117","9/27/2022","2","0","1","0"
"1118","9/27/2022","9","0","1","0"
"1119","9/27/2022","10","0","0","0"
"1692","9/27/2022","13","0","2","0"
"1693","9/27/2022","19","6","2","0"
"1747","9/27/2022","20","15","12","0"
"1772","9/27/2022","7","0","1","0"
"1773","9/27/2022","3","0","1","0"
"1774","9/27/2022","11","0","2","0"
"1782","9/27/2022","28","21","18","0"
"1795","9/27/2022","22","14","3","0"
"1914","9/27/2022","6","0","0","0"
"1915","9/27/2022","7","0","1","0"
"1923","9/27/2022","6","0","1","0"
"1934","9/27/2022","7","5","2","0"
"1963","9/27/2022","25","12","7","0"
"1984","9/27/2022","3","0","0","0"
"2135","9/27/2022","6","6","0","0"
"2136","9/27/2022","6","0","1","0"
"2148","9/27/2022","5","4","2","0"
"2183","9/27/2022","8","0","1","0"
"2193","9/27/2022","20","15","16","0"
