ProductID,Date,StockOnHand,DeliveredQuantity,SalesQuantity,WasteQuantity,Recommended stock Quantity
2183,2022/09/03,12,6,2,0,14
2193,2022/09/03,38,9,8,0,46
2237,2022/09/03,0,0,0,0,0
2358,2022/09/03,11,8,2,0,13
2361,2022/09/03,8,7,3,0,11
2445,2022/09/03,8,6,7,0,15
2449,2022/09/03,22,6,9,0,31
2451,2022/09/03,8,5,6,0,14
2475,2022/09/03,8,0,0,0,8
2476,2022/09/03,11,0,1,0,12
2507,2022/09/03,7,6,7,0,14
2525,2022/09/03,9,0,1,0,10
2562,2022/09/03,12,6,4,0,16
2582,2022/09/03,3,0,2,0,5
2586,2022/09/03,12,12,12,0,24
2602,2022/09/03,3,8,2,0,5
2631,2022/09/03,10,6,2,0,12
2685,2022/09/03,8,8,8,0,16
2723,2022/09/03,5,0,0,0,5
2730,2022/09/03,4,0,2,0,6
2731,2022/09/03,8,0,2,0,10
2732,2022/09/03,11,0,0,0,11
2734,2022/09/03,6,4,4,0,10
2735,2022/09/03,10,0,1,0,11
2761,2022/09/03,16,15,11,0,27
2788,2022/09/03,11,12,11,0,22
2812,2022/09/03,4,0,0,0,4
2813,2022/09/03,9,0,0,0,9
2814,2022/09/03,10,0,3,0,13
2913,2022/09/03,6,6,5,0,11
2914,2022/09/03,5,0,1,0,6
3015,2022/09/03,4,8,1,0,5
3033,2022/09/03,3,6,0,0,3
3035,2022/09/03,5,6,1,0,6
4446,2022/09/03,6,6,6,0,12
12136,2022/09/03,15,12,12,0,27
12516,2022/09/03,14,4,2,0,16
12518,2022/09/03,13,0,1,0,14
12523,2022/09/03,10,4,0,0,10
16062,2022/09/03,6,0,0,0,6
16063,2022/09/03,4,0,0,0,4
19322,2022/09/03,7,0,1,0,8
19516,2022/09/03,9,6,7,0,16
19521,2022/09/03,10,0,0,0,10
75,2022/09/04,23,24,22,0,45
76,2022/09/04,39,32,28,2,67
99,2022/09/04,16,0,1,0,17
117,2022/09/04,6,0,0,0,6
118,2022/09/04,9,4,2,0,11
119,2022/09/04,5,4,1,0,6
120,2022/09/04,7,0,3,2,10
149,2022/09/04,10,0,2,0,12
184,2022/09/04,0,6,0,0,0
195,2022/09/04,28,27,21,1,49
218,2022/09/04,15,18,11,0,26
296,2022/09/04,13,6,4,0,17
300,2022/09/04,11,0,5,0,16
304,2022/09/04,14,6,2,0,16
317,2022/09/04,14,0,13,0,27
343,2022/09/04,4,4,1,0,5
353,2022/09/04,12,0,1,0,13
373,2022/09/04,19,6,7,1,26
374,2022/09/04,20,8,2,0,22
388,2022/09/04,20,18,17,0,37
419,2022/09/04,18,12,17,0,35
420,2022/09/04,13,0,12,0,25
462,2022/09/04,18,8,12,0,30
519,2022/09/04,11,6,7,0,18
525,2022/09/04,2,0,1,0,3
596,2022/09/04,8,8,8,0,16
597,2022/09/04,12,12,12,0,24
598,2022/09/04,7,0,1,2,8
1035,2022/09/04,23,6,5,0,28
1084,2022/09/04,5,5,6,0,11
1111,2022/09/04,4,0,1,0,5
1112,2022/09/04,8,0,0,0,8
1113,2022/09/04,7,0,1,0,8
1114,2022/09/04,13,6,2,0,15
1115,2022/09/04,10,0,1,0,11
1117,2022/09/04,9,0,2,0,11
1118,2022/09/04,10,0,3,0,13
1119,2022/09/04,6,0,0,0,6
1692,2022/09/04,0,0,0,0,0
1693,2022/09/04,16,6,10,0,26
1747,2022/09/04,7,10,8,0,15
1772,2022/09/04,3,0,0,2,3
1773,2022/09/04,8,0,0,0,8
1774,2022/09/04,11,0,0,0,11
1782,2022/09/04,9,9,9,0,18
1795,2022/09/04,20,0,12,0,32
1914,2022/09/04,7,0,0,0,7
1915,2022/09/04,9,0,0,0,9
1923,2022/09/04,7,0,2,0,9
1934,2022/09/04,5,0,4,1,9
1963,2022/09/04,17,24,15,0,32
1984,2022/09/04,11,0,0,2,11
2135,2022/09/04,5,0,1,0,6
2136,2022/09/04,8,0,0,0,8
2148,2022/09/04,11,0,2,0,13
2183,2022/09/04,10,0,2,0,12
2193,2022/09/04,39,9,11,0,50
2237,2022/09/04,6,6,3,0,9
2358,2022/09/04,25,16,0,0,25
2361,2022/09/04,5,0,3,1,8
2445,2022/09/04,7,6,4,0,11
2449,2022/09/04,19,6,15,0,34
2451,2022/09/04,32,30,12,0,44
2475,2022/09/04,8,0,1,0,9
2476,2022/09/04,10,0,1,0,11
2507,2022/09/04,12,12,7,0,19
2525,2022/09/04,8,0,3,0,11
2562,2022/09/04,20,12,6,0,26
2582,2022/09/04,5,4,2,0,7
2586,2022/09/04,8,8,8,0,16
2602,2022/09/04,9,0,0,0,9
2631,2022/09/04,14,6,2,0,16
2685,2022/09/04,4,4,4,0,8
2723,2022/09/04,5,0,0,0,5
2730,2022/09/04,2,0,2,0,4
2731,2022/09/04,6,0,1,0,7
2732,2022/09/04,11,0,0,0,11
2734,2022/09/04,6,4,5,0,11
2735,2022/09/04,9,0,2,0,11
2761,2022/09/04,15,10,14,0,29
2788,2022/09/04,12,12,9,0,21
2812,2022/09/04,4,0,0,0,4
2813,2022/09/04,9,0,1,0,10
2814,2022/09/04,7,0,0,0,7
2913,2022/09/04,1,0,0,0,1
2914,2022/09/04,4,0,0,0,4
3015,2022/09/04,11,0,2,0,13
3033,2022/09/04,9,0,0,0,9
3035,2022/09/04,10,0,0,0,10
4446,2022/09/04,6,6,5,0,11
12136,2022/09/04,18,15,10,0,28
12516,2022/09/04,12,0,0,0,12
12518,2022/09/04,22,10,6,0,28
12523,2022/09/04,14,4,1,0,15
16062,2022/09/04,12,6,1,0,13
16063,2022/09/04,4,0,1,0,5
19322,2022/09/04,6,0,0,0,6
19516,2022/09/04,20,18,6,0,26
19521,2022/09/04,10,0,1,0,11
75,2022/09/05,49,48,27,2,76
76,2022/09/05,50,40,28,1,78
99,2022/09/05,15,0,1,0,16
117,2022/09/05,6,0,0,0,6
118,2022/09/05,11,4,4,0,15
119,2022/09/05,8,4,1,1,9
120,2022/09/05,2,0,0,0,2
149,2022/09/05,9,0,2,0,11
184,2022/09/05,6,6,6,0,12
195,2022/09/05,45,36,26,1,71
218,2022/09/05,28,24,18,3,46
296,2022/09/05,9,0,2,0,11
300,2022/09/05,14,8,2,0,16
304,2022/09/05,12,0,7,0,19
317,2022/09/05,13,12,11,0,24
343,2022/09/05,3,0,1,0,4
353,2022/09/05,11,0,0,0,11
373,2022/09/05,12,0,7,0,19
374,2022/09/05,18,0,2,0,20
388,2022/09/05,28,24,25,0,53
419,2022/09/05,14,12,11,0,25
420,2022/09/05,7,6,6,0,13
462,2022/09/05,7,0,4,0,11
519,2022/09/05,11,6,3,0,14
525,2022/09/05,6,5,2,0,8
596,2022/09/05,8,8,4,0,12
597,2022/09/05,12,12,7,0,19
598,2022/09/05,4,0,0,0,4
1035,2022/09/05,25,6,4,0,29
1084,2022/09/05,9,10,5,0,14
1111,2022/09/05,9,6,1,0,10
1112,2022/09/05,8,0,0,0,8
1113,2022/09/05,6,0,0,0,6
1114,2022/09/05,11,0,1,0,12
1115,2022/09/05,15,6,1,0,16
1117,2022/09/05,7,0,1,0,8
1118,2022/09/05,7,0,2,0,9
1119,2022/09/05,6,0,0,0,6
1692,2022/09/05,12,12,14,0,26
1693,2022/09/05,19,12,9,0,28
1747,2022/09/05,14,15,13,0,27
1772,2022/09/05,9,8,1,0,10
1773,2022/09/05,14,6,1,0,15
1774,2022/09/05,11,0,0,0,11
1782,2022/09/05,24,24,17,0,41
1795,2022/09/05,22,14,20,1,42
1914,2022/09/05,7,0,0,0,7
1915,2022/09/05,9,0,2,0,11
1923,2022/09/05,12,6,2,0,14
1934,2022/09/05,5,5,3,0,8
1963,2022/09/05,14,12,16,0,30
1984,2022/09/05,15,6,0,0,15
2135,2022/09/05,4,0,0,0,4
2136,2022/09/05,8,0,1,0,9
2148,2022/09/05,9,0,0,0,9
2183,2022/09/05,14,6,2,0,16
2193,2022/09/05,49,21,10,0,59
2237,2022/09/05,9,6,0,0,9
2358,2022/09/05,25,0,3,0,28
2361,2022/09/05,8,7,5,0,13
2445,2022/09/05,11,6,2,0,13
2449,2022/09/05,17,12,14,0,31
2451,2022/09/05,22,0,10,0,32
2475,2022/09/05,7,0,0,0,7
2476,2022/09/05,9,0,1,0,10
2507,2022/09/05,17,12,5,0,22
2525,2022/09/05,5,0,0,0,5
2562,2022/09/05,27,12,11,0,38
2582,2022/09/05,3,0,1,0,4
2586,2022/09/05,21,20,7,0,28
2602,2022/09/05,17,8,0,0,17
2631,2022/09/05,18,6,1,0,19
2685,2022/09/05,8,8,3,0,11
2723,2022/09/05,5,0,0,0,5
2730,2022/09/05,6,6,3,0,9
2731,2022/09/05,5,0,2,0,7
2732,2022/09/05,11,0,0,0,11
2734,2022/09/05,1,0,1,0,2
2735,2022/09/05,8,0,2,0,10
2761,2022/09/05,17,15,15,0,32
2788,2022/09/05,23,20,15,3,38
2812,2022/09/05,10,6,1,0,11
2813,2022/09/05,8,0,0,0,8
2814,2022/09/05,7,0,1,0,8
2913,2022/09/05,1,0,1,0,2
2914,2022/09/05,4,0,0,0,4
3015,2022/09/05,9,0,1,0,10
3033,2022/09/05,15,6,0,0,15
3035,2022/09/05,10,0,0,0,10
4446,2022/09/05,13,12,10,0,23
12136,2022/09/05,30,21,15,3,45
12516,2022/09/05,12,0,3,0,15
12518,2022/09/05,16,0,1,0,17
12523,2022/09/05,13,0,3,0,16
16062,2022/09/05,11,0,0,0,11
16063,2022/09/05,9,6,1,0,10
19322,2022/09/05,6,0,0,0,6
19516,2022/09/05,14,0,12,0,26
19521,2022/09/05,9,0,0,0,9
75,2022/09/06,56,36,33,11,89
76,2022/09/06,60,40,35,8,95
99,2022/09/06,14,0,1,0,15
117,2022/09/06,6,0,1,0,7
118,2022/09/06,11,4,2,0,13
119,2022/09/06,6,0,3,0,9
120,2022/09/06,2,0,1,0,3
149,2022/09/06,6,0,0,0,6
184,2022/09/06,12,12,2,0,14
195,2022/09/06,51,36,18,14,69
218,2022/09/06,31,24,23,3,54
296,2022/09/06,7,0,1,1,8
300,2022/09/06,12,0,2,0,14
304,2022/09/06,5,0,3,0,8
317,2022/09/06,14,12,13,0,27
343,2022/09/06,6,4,2,0,8
353,2022/09/06,11,0,0,0,11
373,2022/09/06,4,0,3,0,7
374,2022/09/06,20,4,3,0,23
388,2022/09/06,26,24,19,0,45
419,2022/09/06,2,0,1,0,3
420,2022/09/06,13,12,11,0,24
462,2022/09/06,10,8,5,2,15
519,2022/09/06,13,6,5,0,18
525,2022/09/06,4,0,2,0,6
596,2022/09/06,12,8,4,0,16
597,2022/09/06,23,18,17,0,40
598,2022/09/06,10,6,5,0,15
1035,2022/09/06,20,0,5,5,25
1084,2022/09/06,14,10,9,0,23
1111,2022/09/06,8,0,0,0,8
1112,2022/09/06,8,0,0,0,8
1113,2022/09/06,6,0,0,0,6
1114,2022/09/06,10,0,3,0,13
1115,2022/09/06,14,0,0,0,14
1117,2022/09/06,6,0,1,0,7
1118,2022/09/06,5,0,0,0,5
1119,2022/09/06,6,0,0,0,6
1692,2022/09/06,4,6,4,0,8
1693,2022/09/06,15,6,14,0,29
1747,2022/09/06,21,20,17,0,38
1772,2022/09/06,8,0,1,0,9
1773,2022/09/06,13,0,0,0,13
1774,2022/09/06,11,0,2,0,13
1782,2022/09/06,28,21,23,1,51
1795,2022/09/06,15,14,5,1,20
1914,2022/09/06,7,0,2,0,9
1915,2022/09/06,7,0,0,0,7
1923,2022/09/06,9,0,0,0,9
1934,2022/09/06,7,5,4,0,11
1963,2022/09/06,-2,0,2,0,0
1984,2022/09/06,15,0,0,5,15
2135,2022/09/06,10,6,1,0,11
2136,2022/09/06,7,0,0,0,7
2148,2022/09/06,13,4,4,0,17
2183,2022/09/06,18,6,2,1,20
2193,2022/09/06,54,15,12,8,66
2237,2022/09/06,9,0,1,0,10
2358,2022/09/06,30,8,3,0,33
2361,2022/09/06,10,7,4,0,14
2445,2022/09/06,13,6,4,0,17
2449,2022/09/06,14,12,10,0,24
2451,2022/09/06,10,0,4,0,14
2475,2022/09/06,7,0,0,0,7
2476,2022/09/06,8,0,0,0,8
2507,2022/09/06,24,12,11,0,35
2525,2022/09/06,5,0,0,0,5
2562,2022/09/06,21,6,18,0,39
2582,2022/09/06,6,4,2,0,8
2586,2022/09/06,29,16,10,0,39
2602,2022/09/06,17,0,5,0,22
2631,2022/09/06,17,0,2,0,19
2685,2022/09/06,9,4,6,0,15
2723,2022/09/06,5,0,0,0,5
2730,2022/09/06,9,6,0,0,9
2731,2022/09/06,3,0,1,0,4
2732,2022/09/06,11,0,1,0,12
2734,2022/09/06,4,4,3,0,7
2735,2022/09/06,5,0,0,0,5
2761,2022/09/06,16,15,15,0,31
2788,2022/09/06,25,20,15,4,40
2812,2022/09/06,9,0,0,0,9
2813,2022/09/06,8,0,2,0,10
2814,2022/09/06,12,6,4,0,16
2913,2022/09/06,6,6,0,0,6
2914,2022/09/06,10,6,0,0,10
3015,2022/09/06,8,0,0,0,8
3033,2022/09/06,15,0,0,0,15
3035,2022/09/06,10,0,1,0,11
4446,2022/09/06,15,12,9,0,24
12136,2022/09/06,29,18,17,2,46
12516,2022/09/06,9,0,1,0,10
12518,2022/09/06,15,0,1,0,16
12523,2022/09/06,14,4,1,0,15
16062,2022/09/06,11,0,0,0,11
16063,2022/09/06,8,0,0,0,8
19322,2022/09/06,6,0,1,0,7
19516,2022/09/06,2,0,0,0,2
19521,2022/09/06,9,0,2,0,11
75,2022/09/07,44,32,48,0,92
76,2022/09/07,49,32,41,3,90
99,2022/09/07,13,0,0,0,13
117,2022/09/07,5,4,1,0,6
118,2022/09/07,9,0,2,0,11
119,2022/09/07,3,0,1,0,4
120,2022/09/07,-1,0,0,0,-1
149,2022/09/07,6,0,0,0,6
184,2022/09/07,19,9,9,0,28
195,2022/09/07,49,30,34,10,83
218,2022/09/07,23,18,25,0,48
296,2022/09/07,11,6,3,0,14
300,2022/09/07,10,0,3,0,13
304,2022/09/07,8,6,2,0,10
317,2022/09/07,11,12,5,0,16
343,2022/09/07,8,4,0,0,8
353,2022/09/07,11,0,1,0,12
373,2022/09/07,6,6,4,0,10
374,2022/09/07,17,0,1,0,18
388,2022/09/07,28,21,8,0,36
419,2022/09/07,11,12,6,0,17
420,2022/09/07,8,6,3,0,11
462,2022/09/07,3,0,11,0,14
519,2022/09/07,14,6,2,0,16
525,2022/09/07,2,0,0,0,2
596,2022/09/07,16,8,1,0,17
597,2022/09/07,18,12,15,0,33
598,2022/09/07,5,0,2,0,7
1035,2022/09/07,10,0,3,0,13
1084,2022/09/07,15,10,12,0,27
1111,2022/09/07,8,0,1,0,9
1112,2022/09/07,8,0,0,0,8
1113,2022/09/07,6,0,2,0,8
1114,2022/09/07,7,0,3,0,10
1115,2022/09/07,14,0,1,0,15
1117,2022/09/07,5,0,0,0,5
1118,2022/09/07,11,6,1,0,12
1119,2022/09/07,6,0,0,0,6
1692,2022/09/07,5,6,5,0,10
1693,2022/09/07,2,0,1,0,3
1747,2022/09/07,24,20,24,0,48
1772,2022/09/07,7,0,2,0,9
1773,2022/09/07,13,0,1,0,14
1774,2022/09/07,9,0,3,0,12
1782,2022/09/07,22,18,17,1,39
1795,2022/09/07,23,14,19,0,42
1914,2022/09/07,5,0,0,0,5
1915,2022/09/07,7,0,0,0,7
1923,2022/09/07,9,0,0,0,9
1934,2022/09/07,3,0,1,0,4
1963,2022/09/07,16,18,9,0,25
1984,2022/09/07,10,0,1,3,11
2135,2022/09/07,9,0,2,0,11
2136,2022/09/07,7,0,0,0,7
2148,2022/09/07,9,0,2,0,11
2183,2022/09/07,15,0,2,1,17
2193,2022/09/07,34,0,5,0,39
2237,2022/09/07,8,0,2,0,10
2358,2022/09/07,27,0,4,0,31
2361,2022/09/07,13,7,1,0,14
2445,2022/09/07,15,6,5,0,20
2449,2022/09/07,4,0,5,0,9
2451,2022/09/07,6,0,2,0,8
2475,2022/09/07,7,0,0,0,7
2476,2022/09/07,8,0,1,0,9
2507,2022/09/07,31,18,8,0,39
2525,2022/09/07,11,6,3,0,14
2562,2022/09/07,3,0,2,0,5
2582,2022/09/07,8,4,0,0,8
2586,2022/09/07,31,12,24,0,55
2602,2022/09/07,12,0,1,0,13
2631,2022/09/07,15,0,1,0,16
2685,2022/09/07,7,4,3,0,10
2723,2022/09/07,5,0,1,0,6
2730,2022/09/07,9,0,1,0,10
2731,2022/09/07,8,6,0,0,8
2732,2022/09/07,10,0,1,0,11
2734,2022/09/07,5,4,0,0,5
2735,2022/09/07,5,0,4,0,9
2761,2022/09/07,16,15,15,0,31
2788,2022/09/07,14,8,14,0,28
2812,2022/09/07,9,0,1,0,10
2813,2022/09/07,6,0,1,0,7
2814,2022/09/07,8,0,0,0,8
2913,2022/09/07,6,0,0,0,6
2914,2022/09/07,10,0,1,0,11
3015,2022/09/07,8,0,0,0,8
3033,2022/09/07,15,0,0,0,15
3035,2022/09/07,9,0,0,0,9
4446,2022/09/07,12,6,10,2,22
12136,2022/09/07,28,18,26,0,54
12516,2022/09/07,8,0,0,0,8
12518,2022/09/07,14,0,3,0,17
12523,2022/09/07,13,0,6,0,19
16062,2022/09/07,11,0,0,0,11
16063,2022/09/07,8,0,0,0,8
19322,2022/09/07,5,0,0,0,5
19521,2022/09/07,7,0,1,0,8
75,2022/09/08,36,40,32,0,68
76,2022/09/08,41,36,50,0,91
99,2022/09/08,13,0,0,0,13
117,2022/09/08,4,0,2,0,6
118,2022/09/08,7,0,0,1,7
119,2022/09/08,2,0,2,0,4
120,2022/09/08,3,4,4,0,7
149,2022/09/08,12,6,1,0,13
184,2022/09/08,22,12,8,0,30
195,2022/09/08,35,30,28,2,63
218,2022/09/08,22,24,28,0,50
296,2022/09/08,14,6,4,0,18
300,2022/09/08,15,8,3,0,18
304,2022/09/08,12,6,2,0,14
317,2022/09/08,18,12,6,0,24
343,2022/09/08,8,0,1,0,9
353,2022/09/08,10,0,0,0,10
373,2022/09/08,14,12,7,0,21
374,2022/09/08,16,0,6,0,22
388,2022/09/08,44,24,27,0,71
419,2022/09/08,17,12,6,0,23
420,2022/09/08,17,12,3,0,20
462,2022/09/08,0,8,6,0,6
519,2022/09/08,18,6,6,0,24
525,2022/09/08,7,5,3,0,10
596,2022/09/08,23,8,6,0,29
597,2022/09/08,21,18,4,0,25
598,2022/09/08,3,0,1,0,4
1035,2022/09/08,7,0,4,0,11
1084,2022/09/08,18,15,8,0,26
1111,2022/09/08,7,0,1,0,8
1112,2022/09/08,8,0,0,0,8
1113,2022/09/08,4,0,0,0,4
1114,2022/09/08,4,0,4,0,8
1115,2022/09/08,13,0,1,0,14
1117,2022/09/08,13,8,0,0,13
1118,2022/09/08,10,0,1,0,11
1119,2022/09/08,6,0,0,0,6
1692,2022/09/08,6,6,3,0,9
1693,2022/09/08,1,0,0,0,1
1747,2022/09/08,25,25,15,0,40
1772,2022/09/08,5,0,1,0,6
1773,2022/09/08,12,0,0,0,12
1774,2022/09/08,6,0,2,0,8
1782,2022/09/08,25,21,20,0,45
1795,2022/09/08,11,7,10,0,21
1914,2022/09/08,5,0,0,0,5
1915,2022/09/08,7,0,0,0,7
1923,2022/09/08,15,6,1,0,16
1934,2022/09/08,7,5,2,0,9
1963,2022/09/08,25,18,4,0,29
1984,2022/09/08,6,0,3,0,9
2135,2022/09/08,7,0,1,0,8
2136,2022/09/08,7,0,2,0,9
2148,2022/09/08,11,4,3,0,14
2183,2022/09/08,12,0,4,0,16
2193,2022/09/08,41,12,17,0,58
2237,2022/09/08,6,0,2,0,8
2358,2022/09/08,23,0,3,0,26
2361,2022/09/08,19,7,3,0,22
2445,2022/09/08,16,6,2,0,18
2449,2022/09/08,11,12,1,0,12
2451,2022/09/08,14,10,7,0,21
2475,2022/09/08,7,0,0,0,7
2476,2022/09/08,7,0,1,0,8
2507,2022/09/08,35,12,10,0,45
2525,2022/09/08,8,0,0,0,8
2562,2022/09/08,7,6,4,0,11
2582,2022/09/08,12,4,5,0,17
2586,2022/09/08,27,20,20,1,47
2602,2022/09/08,11,0,1,0,12
2631,2022/09/08,14,0,1,8,15
2685,2022/09/08,12,8,3,0,15
2723,2022/09/08,4,0,1,0,5
2730,2022/09/08,8,0,0,0,8
2731,2022/09/08,8,0,0,0,8
2732,2022/09/08,9,0,1,0,10
2734,2022/09/08,9,4,3,0,12
2735,2022/09/08,9,8,2,0,11
2761,2022/09/08,16,15,14,0,30
2788,2022/09/08,16,16,16,0,32
2802,2022/09/08,6,6,2,0,8
2812,2022/09/08,8,0,0,0,8
2813,2022/09/08,5,0,0,0,5
2814,2022/09/08,8,0,1,0,9
2913,2022/09/08,12,6,2,0,14
2914,2022/09/08,9,0,0,0,9
3015,2022/09/08,8,0,2,0,10
3033,2022/09/08,15,0,0,0,15
3035,2022/09/08,9,0,0,0,9
4446,2022/09/08,15,15,9,1,24
12136,2022/09/08,23,21,20,0,43
12516,2022/09/08,8,0,1,0,9
12518,2022/09/08,11,0,4,0,15
12523,2022/09/08,7,0,2,0,9
16062,2022/09/08,11,0,1,0,12
16063,2022/09/08,8,0,1,0,9
19322,2022/09/08,5,0,0,0,5
19521,2022/09/08,6,0,0,0,6
75,2022/09/09,17,12,16,0,33
76,2022/09/09,3,12,5,0,8
99,2022/09/09,13,0,0,0,13
117,2022/09/09,2,0,0,0,2
118,2022/09/09,6,0,1,0,7
119,2022/09/09,0,0,0,0,0
120,2022/09/09,-1,0,0,0,-1
149,2022/09/09,11,0,1,0,12
184,2022/09/09,17,3,16,0,33
195,2022/09/09,17,12,20,0,37
218,2022/09/09,3,9,8,0,11
296,2022/09/09,10,0,4,0,14
300,2022/09/09,12,0,0,0,12
304,2022/09/09,10,0,2,0,12
317,2022/09/09,18,6,6,0,24
343,2022/09/09,11,4,4,0,15
353,2022/09/09,10,0,0,0,10
373,2022/09/09,13,6,2,0,15
374,2022/09/09,14,4,2,0,16
388,2022/09/09,26,9,3,0,29
419,2022/09/09,17,6,8,0,25
420,2022/09/09,20,6,1,0,21
462,2022/09/09,2,8,6,0,8
519,2022/09/09,18,6,7,0,25
525,2022/09/09,4,0,4,0,8
596,2022/09/09,21,4,21,0,42
597,2022/09/09,23,6,23,0,46
598,2022/09/09,8,6,1,0,9
1035,2022/09/09,9,6,11,0,20
1084,2022/09/09,15,5,15,0,30
1111,2022/09/09,6,0,1,0,7
1112,2022/09/09,8,0,2,0,10
1113,2022/09/09,4,0,0,0,4
1114,2022/09/09,6,6,6,0,12
1115,2022/09/09,12,0,1,0,13
1117,2022/09/09,13,0,3,0,16
1118,2022/09/09,15,6,0,0,15
1119,2022/09/09,6,0,1,0,7
1692,2022/09/09,9,6,1,0,10
1693,2022/09/09,7,6,0,0,7
1747,2022/09/09,15,5,16,0,31
1772,2022/09/09,4,0,1,0,5
1773,2022/09/09,12,0,1,0,13
1774,2022/09/09,4,0,1,0,5
1782,2022/09/09,11,6,12,0,23
1795,2022/09/09,8,7,10,0,18
1914,2022/09/09,5,0,1,0,6
1915,2022/09/09,7,0,1,0,8
1923,2022/09/09,14,0,4,0,18
1934,2022/09/09,5,0,1,1,6
1963,2022/09/09,27,6,12,0,39
1984,2022/09/09,3,0,3,0,6
2135,2022/09/09,12,6,3,0,15
2136,2022/09/09,5,0,2,0,7
2148,2022/09/09,8,0,6,0,14
2183,2022/09/09,14,6,11,0,25
2193,2022/09/09,30,6,0,0,30
2237,2022/09/09,10,6,2,0,12
2358,2022/09/09,28,8,6,0,34
2361,2022/09/09,16,0,9,1,25
2445,2022/09/09,14,0,15,0,29
2449,2022/09/09,16,6,0,1,16
2451,2022/09/09,12,5,8,0,20
2475,2022/09/09,7,0,1,0,8
2476,2022/09/09,6,0,1,0,7
2507,2022/09/09,25,0,25,0,50
2525,2022/09/09,8,0,2,0,10
2562,2022/09/09,9,6,4,0,13
2582,2022/09/09,7,0,1,0,8
2586,2022/09/09,6,0,6,0,12
2602,2022/09/09,10,0,0,0,10
2631,2022/09/09,11,6,8,3,19
2685,2022/09/09,13,4,15,0,28
2723,2022/09/09,3,0,0,0,3
2730,2022/09/09,8,0,0,0,8
2731,2022/09/09,8,0,1,0,9
2732,2022/09/09,8,0,3,0,11
2734,2022/09/09,6,0,3,0,9
2735,2022/09/09,7,0,5,0,12
2761,2022/09/09,7,5,5,0,12
2788,2022/09/09,4,4,5,0,9
2802,2022/09/09,4,0,1,0,5
2812,2022/09/09,8,0,0,0,8
2813,2022/09/09,5,0,1,0,6
2814,2022/09/09,13,6,2,0,15
2913,2022/09/09,10,0,3,0,13
2914,2022/09/09,9,0,2,0,11
3015,2022/09/09,6,0,3,0,9
3033,2022/09/09,15,0,1,0,16
3035,2022/09/09,9,0,2,0,11
4446,2022/09/09,8,3,10,0,18
12136,2022/09/09,9,6,5,0,14
12516,2022/09/09,11,4,2,0,13
12518,2022/09/09,17,10,2,0,19
12523,2022/09/09,9,4,1,0,10
16062,2022/09/09,10,0,2,0,12
16063,2022/09/09,7,0,2,0,9
19322,2022/09/09,5,0,0,0,5
19521,2022/09/09,6,0,1,0,7
75,2022/09/10,23,24,25,0,48
76,2022/09/10,25,28,28,0,53
99,2022/09/10,13,0,0,0,13
117,2022/09/10,6,4,0,0,6
118,2022/09/10,5,0,3,2,8
119,2022/09/10,0,0,0,0,0
120,2022/09/10,4,4,3,0,7
149,2022/09/10,10,0,1,0,11
184,2022/09/10,17,18,16,0,33
195,2022/09/10,20,21,24,0,44
218,2022/09/10,16,21,26,0,42
296,2022/09/10,6,0,4,2,10
300,2022/09/10,12,0,6,0,18
304,2022/09/10,8,0,5,0,13
317,2022/09/10,30,18,10,0,40
343,2022/09/10,7,0,2,0,9
353,2022/09/10,10,0,1,0,11
373,2022/09/10,17,6,5,0,22
374,2022/09/10,12,0,2,0,14
388,2022/09/10,18,18,28,0,46
419,2022/09/10,21,12,5,0,26
420,2022/09/10,25,6,4,0,29
462,2022/09/10,4,8,5,0,9
519,2022/09/10,17,6,11,0,28
525,2022/09/10,5,5,1,0,6
596,2022/09/10,0,0,3,0,3
597,2022/09/10,1,0,0,0,1
598,2022/09/10,13,6,4,0,17
1035,2022/09/10,12,12,11,0,23
1084,2022/09/10,1,0,0,0,1
1111,2022/09/10,5,0,1,0,6
1112,2022/09/10,6,0,0,0,6
1113,2022/09/10,4,0,2,0,6
1114,2022/09/10,0,0,0,0,0
1115,2022/09/10,11,0,4,0,15
1117,2022/09/10,10,0,1,0,11
1118,2022/09/10,15,0,3,0,18
1119,2022/09/10,5,0,1,0,6
1692,2022/09/10,14,6,5,0,19
1693,2022/09/10,13,6,3,0,16
1747,2022/09/10,22,20,26,0,48
1772,2022/09/10,3,0,2,0,5
1773,2022/09/10,11,0,1,0,12
1774,2022/09/10,11,8,2,0,13
1782,2022/09/10,25,21,23,0,48
1795,2022/09/10,23,21,20,0,43
1914,2022/09/10,4,0,1,0,5
1915,2022/09/10,6,0,2,0,8
1923,2022/09/10,10,0,0,0,10
1934,2022/09/10,7,5,5,0,12
1963,2022/09/10,39,24,10,0,49
1984,2022/09/10,0,0,0,0,0
2135,2022/09/10,15,6,3,0,18
2136,2022/09/10,3,0,0,0,3
2148,2022/09/10,2,0,2,0,4
2183,2022/09/10,9,6,7,0,16
2193,2022/09/10,12,12,12,0,24
2237,2022/09/10,8,0,2,0,10
2358,2022/09/10,22,0,5,13,27
2361,2022/09/10,12,7,9,0,21
2445,2022/09/10,5,6,4,0,9
2449,2022/09/10,27,12,4,0,31
2451,2022/09/10,11,10,8,0,19
2475,2022/09/10,6,0,0,0,6
2476,2022/09/10,5,0,2,0,7
2507,2022/09/10,13,12,12,0,25
2525,2022/09/10,6,0,3,0,9
2562,2022/09/10,17,12,7,0,24
2582,2022/09/10,6,0,2,0,8
